RecordType,Item,Manufacturer,Description,Quantity,SerialNumber
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11019AVQ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11028511
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102857D
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH110286HB
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH110286J0
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029BXA
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029CU9
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029CVQ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029QJA
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029YGB
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102A3F2
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102A41C
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102A42P
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102A4KR
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102A4TN
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102A6LA
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102A6NY
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102A6QB
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102ADE8
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102ADJP
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102ADK0
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102ADQK
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102ADXT
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AEJA
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AFN2
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AJ6N
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AJLF
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102ALZJ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AM0L
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AMCP
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AMD7
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AMJA
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AMY0
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AMZ8
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102ANKG
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102ANPQ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102ANTX
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102ANU1
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102ANZC
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AP19
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AP8F
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11038DST
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11038DXQ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11038DZ9
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11038DZB
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11038E1V
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111081JS
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108J9Q
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108JH6
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108JLL
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108JQW
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108JW5
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108M1J
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108MT3
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108MTC
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108MY4
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108NGH
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108NHL
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108NNZ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108P2N
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108PML
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108T1L
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108WDS
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108WV8
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1110985L
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1110989V
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111098K4
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109U9G
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109UA6
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109UBW
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109ULJ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109VJS
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109VMA
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109VNX
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109VV7
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1111861E
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1111866N
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1111867Q
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111186RX
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111186WH
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111187BN
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111187EW
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111187FP
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111187RX
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111187VQ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111187Y2
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111188EC
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111188GE
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111188JC
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111188JD
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11118J82
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11118JUL
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11118KF5
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11118VJ8
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11118WTU
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11118WW6
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111584XN
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11158J2Z
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1115919K
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111591JR
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111591YM
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11159J34
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111684SB
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111684UG
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1116851A
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11298UFU
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11298UMG
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11298UMJ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH112992GK
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1129939A
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH112998ES
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11299VUN
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11299VVV
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1129A5ZX
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1129A6S4
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1129A76A
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1129A77U
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1129A7L4
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11318PQ1
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11328079
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH113282WS
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1132832J
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH113286QU
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH113286T0
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11328PVS
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11328QLS
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11328R2N
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11328R6L
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11328R7V
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11328RDS
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH113589WM
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11358A8R
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11358S9U
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11358U04
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11359DF3
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11359EK0
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11359ZD0
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11388U6E
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11388UB0
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11388URV
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1138A61W
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH12088DS2
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH12088DSR
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH12088Z0Y
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH12088ZS5
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH12089026
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH120890NN
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH12089TP0
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1208A1RL
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1208A2Q7
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1215D35D
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1215D73W
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1215D75R
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1216836P
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1216837Z
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1216EYUT
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1216FQ4U
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1216FQE6
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1217D6F8
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1217D6MM
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1217D7U8
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1217D83M
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH122697LJ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH122698BD
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH12289N89
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH12319AQL
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH12448J9S
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH12508E3W
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH13348XYM
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH13348YUD
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH13359FYC
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH13359FZ1
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH13359G3K
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH13359G42
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH13359G5J
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH133685YE
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH13379XHK
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH13379Y1U
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1338A04F
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1338A1FS
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH13448B0V
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH13448BBE
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH13448DMX
S,CP-7961G,CISCO,7961 IP PHONE,1,INM09512PVB
S,CP-7961G,CISCO,7961 IP PHONE,1,INM09512PWK
S,CP-7961G,CISCO,7961 IP PHONE,1,INM09512PXD
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH100483LF
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH100483MQ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10048DC8
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10048F4Q
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10048FXC
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10048GCD
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1005850Z
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH100586CB
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10058712
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1005879E
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH100587F1
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10058BUY
S,CP-7961G,CISCO,7961 IP PHONE,1,fch10068l2b
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10068LSW
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10068MND
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10068N55
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10068NZV
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10068P16
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1007852C
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH100785S3
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH100785W2
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1007869M
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH100786AU
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH100786J0
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH100788K6
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH100788KS
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10098PAN
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10098Q36
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH101080D9
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10108ES4
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10108F9Y
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10108G83
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10118PKS
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10118PSP
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10118PT8
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10118PV9
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10118PZL
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10118QWZ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10118RQE
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10118S5T
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10118SMB
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10118SMM
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10118SN5
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10118SU3
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10118TAH
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10118VU0
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1012804R
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1012823G
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH101283WX
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1014A40Z
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1014A42B
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1014A5GE
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1014A5YS
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1014A601
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1014A636
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1014A642
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1014A655
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1014A670
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1014A771
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1014A7L7
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1014A9H1
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1014AGD5
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1014AGHL
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1014AGVP
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1014AH0J
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1014AHVF
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10219CF8
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10499SMT
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10499SP9
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10499T4S
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10508N92
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10508NLT
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH105095P8
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH105098VK
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1050997A
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH105099U7
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10509BX3
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10509WV8
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10509XYK
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10509YVC
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1050AG2S
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1050AGWN
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10518FJ3
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10538N46
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH10538SMA
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH110284QH
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH110285PL
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH110286JX
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029BWC
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029BZZ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029C0T
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029C9H
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029CCB
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029CUX
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029CZ7
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029DDK
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029DEV
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029DKF
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029PUP
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029QJT
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029QLM
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029VKF
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029W7X
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029X2G
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11029X5E
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102A0W6
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102A33R
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102A57W
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102A6BQ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102ADH0
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102ADKL
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102ADT2
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102ADX3
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AE4Y
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AE7E
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AEHY
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AEL1
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AETX
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AJ5T
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AJNZ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102ALYD
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AM35
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AM4T
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AMB5
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AME3
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AMJ1
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AMN8
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AMZ7
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102AP9B
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1102APAA
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11038D9C
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11038DQH
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11038DZH
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11038E16
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11038ERC
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1103929W
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH110392WX
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11059CQ8
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1106A79J
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1109A9VJ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1109AC2H
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1110817P
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111081QU
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111081SN
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108HQ1
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108HV7
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108HWW
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108J6A
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108J8L
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108JDG
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108JGR
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108KF5
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108MWE
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108NWC
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108PJ0
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108SWZ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108WG2
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108WNH
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11108WU1
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109A2S
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109U38
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109UAU
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109UBL
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109UFG
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109UFZ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109UHU
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109UK7
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109UKL
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109USD
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109V17
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109VFF
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109VLZ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109VMU
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109VQK
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109VWH
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109VY9
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109VYY
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109W2V
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11109WKX
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1111861M
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111186C5
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111186CF
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111186F1
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111186FE
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111186GR
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111186P0
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111186YE
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111187B6
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111187EN
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111187X6
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1111885A
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11118869
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111188G1
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111188GR
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111188L5
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111188P4
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111188Q7
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11118J1A
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11118J4M
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11118KA5
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11118KE2
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11118VC9
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11118VEQ
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11118VWH
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11118W5W
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11118WB7
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11118WHE
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11158H9E
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH11158J9H
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1115919C
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111591WG
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH1116840E
S,CP-7961G,CISCO,7961 IP PHONE,1,FCH111685M2
